,class
45281,STAR
45282,GALAXY
45283,GALAXY
45284,GALAXY
45285,GALAXY
45286,GALAXY
45287,GALAXY
45288,GALAXY
45289,GALAXY
45290,GALAXY
45291,QSO
45292,QSO
45293,STAR
45294,GALAXY
45295,GALAXY
45296,QSO
45297,STAR
45298,GALAXY
45299,GALAXY
45300,GALAXY
45301,GALAXY
45302,STAR
45303,GALAXY
45304,STAR
45305,STAR
45306,GALAXY
45307,STAR
45308,STAR
45309,GALAXY
45310,GALAXY
45311,STAR
45312,GALAXY
45313,STAR
45314,GALAXY
45315,QSO
45316,QSO
45317,QSO
45318,GALAXY
45319,GALAXY
45320,QSO
45321,STAR
45322,GALAXY
45323,STAR
45324,GALAXY
45325,GALAXY
45326,STAR
45327,GALAXY
45328,GALAXY
45329,GALAXY
45330,STAR
45331,GALAXY
45332,QSO
45333,STAR
45334,STAR
45335,GALAXY
45336,GALAXY
45337,QSO
45338,GALAXY
45339,GALAXY
45340,STAR
45341,STAR
45342,STAR
45343,GALAXY
45344,GALAXY
45345,GALAXY
45346,GALAXY
45347,GALAXY
45348,GALAXY
45349,STAR
45350,GALAXY
45351,QSO
45352,QSO
45353,GALAXY
45354,GALAXY
45355,STAR
45356,GALAXY
45357,GALAXY
45358,GALAXY
45359,STAR
45360,GALAXY
45361,STAR
45362,STAR
45363,STAR
45364,GALAXY
45365,GALAXY
45366,STAR
45367,GALAXY
45368,GALAXY
45369,GALAXY
45370,STAR
45371,STAR
45372,GALAXY
45373,STAR
45374,GALAXY
45375,GALAXY
45376,QSO
45377,GALAXY
45378,GALAXY
45379,STAR
45380,GALAXY
45381,GALAXY
45382,STAR
45383,GALAXY
45384,STAR
45385,STAR
45386,GALAXY
45387,STAR
45388,STAR
45389,STAR
45390,STAR
45391,STAR
45392,STAR
45393,STAR
45394,STAR
45395,GALAXY
45396,GALAXY
45397,QSO
45398,GALAXY
45399,GALAXY
45400,GALAXY
45401,QSO
45402,STAR
45403,GALAXY
45404,STAR
45405,GALAXY
45406,GALAXY
45407,STAR
45408,GALAXY
45409,GALAXY
45410,GALAXY
45411,GALAXY
45412,GALAXY
45413,GALAXY
45414,STAR
45415,GALAXY
45416,QSO
45417,STAR
45418,STAR
45419,GALAXY
45420,STAR
45421,GALAXY
45422,GALAXY
45423,GALAXY
45424,STAR
45425,STAR
45426,GALAXY
45427,GALAXY
45428,QSO
45429,GALAXY
45430,GALAXY
45431,STAR
45432,STAR
45433,STAR
45434,STAR
45435,GALAXY
45436,GALAXY
45437,GALAXY
45438,STAR
45439,GALAXY
45440,STAR
45441,GALAXY
45442,GALAXY
45443,GALAXY
45444,GALAXY
45445,GALAXY
45446,STAR
45447,STAR
45448,GALAXY
45449,GALAXY
45450,STAR
45451,GALAXY
45452,STAR
45453,GALAXY
45454,GALAXY
45455,STAR
45456,STAR
45457,STAR
45458,GALAXY
45459,STAR
45460,STAR
45461,STAR
45462,STAR
45463,STAR
45464,STAR
45465,GALAXY
45466,GALAXY
45467,GALAXY
45468,GALAXY
45469,GALAXY
45470,STAR
45471,STAR
45472,STAR
45473,STAR
45474,GALAXY
45475,STAR
45476,STAR
45477,GALAXY
45478,QSO
45479,GALAXY
45480,GALAXY
45481,GALAXY
45482,STAR
45483,GALAXY
45484,QSO
45485,GALAXY
45486,STAR
45487,GALAXY
45488,GALAXY
45489,STAR
45490,STAR
45491,GALAXY
45492,GALAXY
45493,GALAXY
45494,QSO
45495,STAR
45496,STAR
45497,GALAXY
45498,STAR
45499,STAR
45500,GALAXY
45501,GALAXY
45502,GALAXY
45503,STAR
45504,STAR
45505,GALAXY
45506,GALAXY
45507,QSO
45508,STAR
45509,STAR
45510,GALAXY
45511,GALAXY
45512,GALAXY
45513,GALAXY
45514,GALAXY
45515,STAR
45516,GALAXY
45517,GALAXY
45518,GALAXY
45519,GALAXY
45520,GALAXY
45521,STAR
45522,STAR
45523,GALAXY
45524,QSO
45525,STAR
45526,GALAXY
45527,STAR
45528,GALAXY
45529,GALAXY
45530,GALAXY
45531,GALAXY
45532,STAR
45533,GALAXY
45534,GALAXY
45535,GALAXY
45536,GALAXY
45537,GALAXY
45538,GALAXY
45539,STAR
45540,STAR
45541,STAR
45542,STAR
45543,QSO
45544,STAR
45545,GALAXY
45546,GALAXY
45547,GALAXY
45548,GALAXY
45549,STAR
45550,GALAXY
45551,GALAXY
45552,GALAXY
45553,STAR
45554,QSO
45555,QSO
45556,GALAXY
45557,STAR
45558,STAR
45559,STAR
45560,STAR
45561,GALAXY
45562,GALAXY
45563,STAR
45564,QSO
45565,STAR
45566,QSO
45567,QSO
45568,GALAXY
45569,STAR
45570,STAR
45571,GALAXY
45572,GALAXY
45573,GALAXY
45574,QSO
45575,GALAXY
45576,QSO
45577,GALAXY
45578,STAR
45579,STAR
45580,STAR
45581,GALAXY
45582,GALAXY
45583,GALAXY
45584,GALAXY
45585,GALAXY
45586,GALAXY
45587,STAR
45588,GALAXY
45589,GALAXY
45590,GALAXY
45591,GALAXY
45592,QSO
45593,QSO
45594,GALAXY
45595,GALAXY
45596,GALAXY
45597,STAR
45598,GALAXY
45599,GALAXY
45600,GALAXY
45601,GALAXY
45602,GALAXY
45603,GALAXY
45604,STAR
45605,GALAXY
45606,GALAXY
45607,STAR
45608,GALAXY
45609,QSO
45610,QSO
45611,STAR
45612,STAR
45613,STAR
45614,STAR
45615,GALAXY
45616,QSO
45617,GALAXY
45618,GALAXY
45619,GALAXY
45620,GALAXY
45621,GALAXY
45622,QSO
45623,STAR
45624,GALAXY
45625,GALAXY
45626,STAR
45627,QSO
45628,STAR
45629,STAR
45630,GALAXY
45631,GALAXY
45632,GALAXY
45633,GALAXY
45634,GALAXY
45635,GALAXY
45636,STAR
45637,GALAXY
45638,STAR
45639,STAR
45640,GALAXY
45641,STAR
45642,GALAXY
45643,GALAXY
45644,QSO
45645,STAR
45646,QSO
45647,GALAXY
45648,STAR
45649,STAR
45650,GALAXY
45651,GALAXY
45652,GALAXY
45653,GALAXY
45654,GALAXY
45655,GALAXY
45656,GALAXY
45657,GALAXY
45658,STAR
45659,GALAXY
45660,GALAXY
45661,GALAXY
45662,GALAXY
45663,GALAXY
45664,GALAXY
45665,QSO
45666,STAR
45667,STAR
45668,GALAXY
45669,STAR
45670,GALAXY
45671,STAR
45672,GALAXY
45673,GALAXY
45674,GALAXY
45675,GALAXY
45676,GALAXY
45677,GALAXY
45678,STAR
45679,STAR
45680,STAR
45681,GALAXY
45682,GALAXY
45683,GALAXY
45684,GALAXY
45685,STAR
45686,GALAXY
45687,GALAXY
45688,STAR
45689,GALAXY
45690,QSO
45691,STAR
45692,STAR
45693,GALAXY
45694,QSO
45695,GALAXY
45696,GALAXY
45697,QSO
45698,STAR
45699,QSO
45700,GALAXY
45701,GALAXY
45702,GALAXY
45703,STAR
45704,GALAXY
45705,GALAXY
45706,STAR
45707,GALAXY
45708,QSO
45709,GALAXY
45710,GALAXY
45711,STAR
45712,GALAXY
45713,STAR
45714,QSO
45715,STAR
45716,GALAXY
45717,GALAXY
45718,STAR
45719,QSO
45720,GALAXY
45721,GALAXY
45722,GALAXY
45723,STAR
45724,GALAXY
45725,GALAXY
45726,STAR
45727,STAR
45728,STAR
45729,GALAXY
45730,STAR
45731,STAR
45732,STAR
45733,QSO
45734,STAR
45735,GALAXY
45736,GALAXY
45737,STAR
45738,STAR
45739,STAR
45740,GALAXY
45741,STAR
45742,STAR
45743,GALAXY
45744,STAR
45745,STAR
45746,QSO
45747,STAR
45748,QSO
45749,STAR
45750,GALAXY
45751,STAR
45752,GALAXY
45753,GALAXY
45754,GALAXY
45755,GALAXY
45756,GALAXY
45757,STAR
45758,STAR
45759,STAR
45760,GALAXY
45761,GALAXY
45762,STAR
45763,QSO
45764,GALAXY
45765,GALAXY
45766,STAR
45767,STAR
45768,GALAXY
45769,QSO
45770,QSO
45771,GALAXY
45772,STAR
45773,GALAXY
45774,GALAXY
45775,GALAXY
45776,GALAXY
45777,GALAXY
45778,GALAXY
45779,GALAXY
45780,STAR
45781,GALAXY
45782,GALAXY
45783,GALAXY
45784,STAR
45785,STAR
45786,GALAXY
45787,GALAXY
45788,GALAXY
45789,STAR
45790,STAR
45791,QSO
45792,GALAXY
45793,STAR
45794,STAR
45795,GALAXY
45796,GALAXY
45797,QSO
45798,GALAXY
45799,GALAXY
45800,GALAXY
45801,QSO
45802,GALAXY
45803,GALAXY
45804,GALAXY
45805,GALAXY
45806,STAR
45807,GALAXY
45808,STAR
45809,STAR
45810,GALAXY
45811,GALAXY
45812,GALAXY
45813,STAR
45814,STAR
45815,STAR
45816,STAR
45817,STAR
45818,GALAXY
45819,GALAXY
45820,GALAXY
45821,STAR
45822,STAR
45823,GALAXY
45824,GALAXY
45825,QSO
45826,GALAXY
45827,GALAXY
45828,GALAXY
45829,GALAXY
45830,STAR
45831,QSO
45832,GALAXY
45833,STAR
45834,STAR
45835,STAR
45836,STAR
45837,GALAXY
45838,GALAXY
45839,GALAXY
45840,GALAXY
45841,GALAXY
45842,GALAXY
45843,GALAXY
45844,GALAXY
45845,STAR
45846,STAR
45847,GALAXY
45848,GALAXY
45849,QSO
45850,QSO
45851,GALAXY
45852,STAR
45853,QSO
45854,GALAXY
45855,STAR
45856,QSO
45857,STAR
45858,QSO
45859,GALAXY
45860,GALAXY
45861,STAR
45862,GALAXY
45863,STAR
45864,GALAXY
45865,QSO
45866,GALAXY
45867,STAR
45868,GALAXY
45869,STAR
45870,GALAXY
45871,STAR
45872,STAR
45873,GALAXY
45874,GALAXY
45875,GALAXY
45876,GALAXY
45877,GALAXY
45878,STAR
45879,GALAXY
45880,GALAXY
45881,STAR
45882,GALAXY
45883,GALAXY
45884,GALAXY
45885,GALAXY
45886,GALAXY
45887,GALAXY
45888,QSO
45889,STAR
45890,STAR
45891,STAR
45892,STAR
45893,GALAXY
45894,STAR
45895,QSO
45896,STAR
45897,STAR
45898,QSO
45899,GALAXY
45900,STAR
45901,STAR
45902,GALAXY
45903,GALAXY
45904,GALAXY
45905,STAR
45906,GALAXY
45907,GALAXY
45908,STAR
45909,STAR
45910,GALAXY
45911,GALAXY
45912,STAR
45913,GALAXY
45914,STAR
45915,STAR
45916,QSO
45917,GALAXY
45918,STAR
45919,STAR
45920,QSO
45921,GALAXY
45922,GALAXY
45923,GALAXY
45924,GALAXY
45925,GALAXY
45926,STAR
45927,STAR
45928,GALAXY
45929,GALAXY
45930,GALAXY
45931,STAR
45932,GALAXY
45933,GALAXY
45934,QSO
45935,GALAXY
45936,GALAXY
45937,QSO
45938,GALAXY
45939,GALAXY
45940,GALAXY
45941,STAR
45942,GALAXY
45943,STAR
45944,GALAXY
45945,GALAXY
45946,GALAXY
45947,STAR
45948,GALAXY
45949,STAR
45950,STAR
45951,GALAXY
45952,GALAXY
45953,GALAXY
45954,GALAXY
45955,STAR
45956,GALAXY
45957,GALAXY
45958,GALAXY
45959,GALAXY
45960,STAR
45961,STAR
45962,STAR
45963,QSO
45964,GALAXY
45965,GALAXY
45966,GALAXY
45967,STAR
45968,GALAXY
45969,GALAXY
45970,STAR
45971,GALAXY
45972,GALAXY
45973,QSO
45974,GALAXY
45975,QSO
45976,GALAXY
45977,GALAXY
45978,GALAXY
45979,GALAXY
45980,GALAXY
45981,GALAXY
45982,GALAXY
45983,STAR
45984,GALAXY
45985,GALAXY
45986,STAR
45987,STAR
45988,STAR
45989,GALAXY
45990,STAR
45991,QSO
45992,QSO
45993,STAR
45994,STAR
45995,STAR
45996,STAR
45997,STAR
45998,GALAXY
45999,STAR
46000,QSO
46001,GALAXY
46002,GALAXY
46003,GALAXY
46004,GALAXY
46005,GALAXY
46006,GALAXY
46007,GALAXY
46008,GALAXY
46009,GALAXY
46010,GALAXY
46011,GALAXY
46012,GALAXY
46013,GALAXY
46014,GALAXY
46015,QSO
46016,STAR
46017,GALAXY
46018,GALAXY
46019,GALAXY
46020,GALAXY
46021,STAR
46022,QSO
46023,GALAXY
46024,STAR
46025,GALAXY
46026,STAR
46027,GALAXY
46028,STAR
46029,GALAXY
46030,STAR
46031,GALAXY
46032,STAR
46033,STAR
46034,STAR
46035,STAR
46036,STAR
46037,GALAXY
46038,STAR
46039,STAR
46040,GALAXY
46041,GALAXY
46042,GALAXY
46043,GALAXY
46044,STAR
46045,QSO
46046,GALAXY
46047,STAR
46048,GALAXY
46049,STAR
46050,QSO
46051,STAR
46052,STAR
46053,GALAXY
46054,STAR
46055,STAR
46056,STAR
46057,GALAXY
46058,STAR
46059,STAR
46060,STAR
46061,QSO
46062,GALAXY
46063,GALAXY
46064,GALAXY
46065,STAR
46066,STAR
46067,QSO
46068,GALAXY
46069,GALAXY
46070,QSO
46071,STAR
46072,QSO
46073,STAR
46074,GALAXY
46075,STAR
46076,GALAXY
46077,QSO
46078,QSO
46079,GALAXY
46080,GALAXY
46081,GALAXY
46082,STAR
46083,STAR
46084,GALAXY
46085,GALAXY
46086,GALAXY
46087,STAR
46088,GALAXY
46089,GALAXY
46090,GALAXY
46091,GALAXY
46092,QSO
46093,QSO
46094,STAR
46095,GALAXY
46096,STAR
46097,STAR
46098,GALAXY
46099,GALAXY
46100,GALAXY
46101,GALAXY
46102,QSO
46103,STAR
46104,QSO
46105,GALAXY
46106,GALAXY
46107,QSO
46108,STAR
46109,STAR
46110,GALAXY
46111,STAR
46112,QSO
46113,STAR
46114,GALAXY
46115,STAR
46116,STAR
46117,STAR
46118,GALAXY
46119,STAR
46120,STAR
46121,QSO
46122,QSO
46123,STAR
46124,GALAXY
46125,GALAXY
46126,STAR
46127,GALAXY
46128,GALAXY
46129,GALAXY
46130,GALAXY
46131,STAR
46132,GALAXY
46133,GALAXY
46134,GALAXY
46135,STAR
46136,STAR
46137,STAR
46138,GALAXY
46139,GALAXY
46140,GALAXY
46141,GALAXY
46142,GALAXY
46143,GALAXY
46144,GALAXY
46145,GALAXY
46146,STAR
46147,STAR
46148,STAR
46149,GALAXY
46150,STAR
46151,STAR
46152,GALAXY
46153,STAR
46154,STAR
46155,STAR
46156,STAR
46157,QSO
46158,STAR
46159,GALAXY
46160,STAR
46161,GALAXY
46162,GALAXY
46163,GALAXY
46164,QSO
46165,GALAXY
46166,GALAXY
46167,STAR
46168,GALAXY
46169,QSO
46170,STAR
46171,STAR
46172,STAR
46173,STAR
46174,STAR
46175,STAR
46176,QSO
46177,GALAXY
46178,STAR
46179,GALAXY
46180,GALAXY
46181,GALAXY
46182,GALAXY
46183,QSO
46184,STAR
46185,STAR
46186,STAR
46187,GALAXY
46188,STAR
46189,GALAXY
46190,STAR
46191,STAR
46192,STAR
46193,GALAXY
46194,GALAXY
46195,STAR
46196,STAR
46197,QSO
46198,GALAXY
46199,QSO
46200,GALAXY
46201,QSO
46202,STAR
46203,STAR
46204,GALAXY
46205,STAR
46206,STAR
46207,QSO
46208,STAR
46209,GALAXY
46210,STAR
46211,GALAXY
46212,STAR
46213,GALAXY
46214,GALAXY
46215,STAR
46216,STAR
46217,QSO
46218,GALAXY
46219,GALAXY
46220,GALAXY
46221,STAR
46222,GALAXY
46223,QSO
46224,GALAXY
46225,STAR
46226,GALAXY
46227,STAR
46228,STAR
46229,GALAXY
46230,GALAXY
46231,GALAXY
46232,GALAXY
46233,STAR
46234,GALAXY
46235,STAR
46236,STAR
46237,STAR
46238,GALAXY
46239,STAR
46240,STAR
46241,QSO
46242,STAR
46243,STAR
46244,GALAXY
46245,QSO
46246,GALAXY
46247,GALAXY
46248,STAR
46249,GALAXY
46250,STAR
46251,QSO
46252,STAR
46253,GALAXY
46254,QSO
46255,GALAXY
46256,GALAXY
46257,GALAXY
46258,GALAXY
46259,GALAXY
46260,GALAXY
46261,GALAXY
46262,GALAXY
46263,GALAXY
46264,GALAXY
46265,STAR
46266,GALAXY
46267,GALAXY
46268,GALAXY
46269,GALAXY
46270,GALAXY
46271,STAR
46272,GALAXY
46273,GALAXY
46274,GALAXY
46275,GALAXY
46276,GALAXY
46277,STAR
46278,STAR
46279,QSO
46280,QSO
46281,STAR
46282,STAR
46283,STAR
46284,STAR
46285,STAR
46286,STAR
46287,GALAXY
46288,GALAXY
46289,STAR
46290,GALAXY
46291,STAR
46292,GALAXY
46293,STAR
46294,QSO
46295,QSO
46296,STAR
46297,GALAXY
46298,QSO
46299,GALAXY
46300,STAR
46301,GALAXY
46302,GALAXY
46303,STAR
46304,QSO
46305,STAR
46306,STAR
46307,QSO
46308,STAR
46309,GALAXY
46310,GALAXY
46311,GALAXY
46312,GALAXY
46313,GALAXY
46314,STAR
46315,STAR
46316,STAR
46317,STAR
46318,QSO
46319,GALAXY
46320,GALAXY
46321,STAR
46322,GALAXY
46323,GALAXY
46324,GALAXY
46325,STAR
46326,GALAXY
46327,GALAXY
46328,GALAXY
46329,GALAXY
46330,QSO
46331,STAR
46332,QSO
46333,GALAXY
46334,GALAXY
46335,STAR
46336,STAR
46337,GALAXY
46338,GALAXY
46339,GALAXY
46340,GALAXY
46341,STAR
46342,GALAXY
46343,GALAXY
46344,GALAXY
46345,GALAXY
46346,STAR
46347,STAR
46348,GALAXY
46349,STAR
46350,STAR
46351,STAR
46352,GALAXY
46353,GALAXY
46354,GALAXY
46355,GALAXY
46356,GALAXY
46357,QSO
46358,QSO
46359,STAR
46360,QSO
46361,STAR
46362,GALAXY
46363,STAR
46364,QSO
46365,STAR
46366,GALAXY
46367,QSO
46368,GALAXY
46369,GALAXY
46370,STAR
46371,STAR
46372,GALAXY
46373,GALAXY
46374,GALAXY
46375,QSO
46376,GALAXY
46377,STAR
46378,STAR
46379,STAR
46380,GALAXY
46381,GALAXY
46382,STAR
46383,STAR
46384,GALAXY
46385,STAR
46386,STAR
46387,GALAXY
46388,GALAXY
46389,STAR
46390,STAR
46391,GALAXY
46392,GALAXY
46393,GALAXY
46394,STAR
46395,STAR
46396,GALAXY
46397,QSO
46398,STAR
46399,GALAXY
46400,STAR
46401,GALAXY
46402,GALAXY
46403,STAR
46404,GALAXY
46405,GALAXY
46406,GALAXY
46407,STAR
46408,QSO
46409,GALAXY
46410,GALAXY
46411,GALAXY
46412,STAR
46413,GALAXY
46414,STAR
46415,QSO
46416,GALAXY
46417,STAR
46418,GALAXY
46419,QSO
46420,STAR
46421,GALAXY
46422,GALAXY
46423,STAR
46424,STAR
46425,GALAXY
46426,GALAXY
46427,STAR
46428,QSO
46429,STAR
46430,STAR
46431,STAR
46432,STAR
46433,STAR
46434,STAR
46435,STAR
46436,GALAXY
46437,GALAXY
46438,GALAXY
46439,GALAXY
46440,GALAXY
46441,STAR
46442,STAR
46443,STAR
46444,GALAXY
46445,STAR
46446,GALAXY
46447,GALAXY
46448,GALAXY
46449,GALAXY
46450,GALAXY
46451,GALAXY
46452,GALAXY
46453,GALAXY
46454,QSO
46455,STAR
46456,GALAXY
46457,GALAXY
46458,STAR
46459,STAR
46460,GALAXY
46461,STAR
46462,STAR
46463,STAR
46464,GALAXY
46465,GALAXY
46466,QSO
46467,GALAXY
46468,STAR
46469,STAR
46470,QSO
46471,STAR
46472,GALAXY
46473,GALAXY
46474,QSO
46475,QSO
46476,GALAXY
46477,STAR
46478,GALAXY
46479,GALAXY
46480,STAR
46481,STAR
46482,GALAXY
46483,STAR
46484,GALAXY
46485,STAR
46486,GALAXY
46487,GALAXY
46488,GALAXY
46489,GALAXY
46490,STAR
46491,STAR
46492,STAR
46493,GALAXY
46494,GALAXY
46495,STAR
46496,GALAXY
46497,STAR
46498,GALAXY
46499,GALAXY
46500,GALAXY
46501,GALAXY
46502,QSO
46503,STAR
46504,GALAXY
46505,GALAXY
46506,GALAXY
46507,GALAXY
46508,STAR
46509,GALAXY
46510,STAR
46511,GALAXY
46512,GALAXY
46513,GALAXY
46514,STAR
46515,STAR
46516,GALAXY
46517,STAR
46518,STAR
46519,QSO
46520,GALAXY
46521,GALAXY
46522,GALAXY
46523,STAR
46524,QSO
46525,STAR
46526,GALAXY
46527,GALAXY
46528,GALAXY
46529,STAR
46530,GALAXY
46531,GALAXY
46532,GALAXY
46533,GALAXY
46534,GALAXY
46535,STAR
46536,STAR
46537,STAR
46538,STAR
46539,GALAXY
46540,STAR
46541,GALAXY
46542,GALAXY
46543,GALAXY
46544,GALAXY
46545,GALAXY
46546,GALAXY
46547,STAR
46548,STAR
46549,GALAXY
46550,STAR
46551,GALAXY
46552,GALAXY
46553,STAR
46554,QSO
46555,GALAXY
46556,STAR
46557,QSO
46558,STAR
46559,STAR
46560,QSO
46561,GALAXY
46562,GALAXY
46563,GALAXY
46564,GALAXY
46565,STAR
46566,STAR
46567,GALAXY
46568,GALAXY
46569,GALAXY
46570,STAR
46571,STAR
46572,STAR
46573,QSO
46574,STAR
46575,GALAXY
46576,GALAXY
46577,GALAXY
46578,GALAXY
46579,GALAXY
46580,GALAXY
46581,STAR
46582,STAR
46583,STAR
46584,GALAXY
46585,STAR
46586,STAR
46587,GALAXY
46588,GALAXY
46589,GALAXY
46590,GALAXY
46591,QSO
46592,GALAXY
46593,GALAXY
46594,GALAXY
46595,GALAXY
46596,GALAXY
46597,GALAXY
46598,STAR
46599,STAR
46600,GALAXY
46601,GALAXY
46602,GALAXY
46603,STAR
46604,GALAXY
46605,GALAXY
46606,STAR
46607,STAR
46608,QSO
46609,GALAXY
46610,GALAXY
46611,GALAXY
46612,GALAXY
46613,GALAXY
46614,STAR
46615,GALAXY
46616,STAR
46617,STAR
46618,QSO
46619,GALAXY
46620,STAR
46621,STAR
46622,GALAXY
46623,STAR
46624,GALAXY
46625,STAR
46626,QSO
46627,STAR
46628,GALAXY
46629,STAR
46630,GALAXY
46631,QSO
46632,STAR
46633,STAR
46634,STAR
46635,GALAXY
46636,GALAXY
46637,GALAXY
46638,GALAXY
46639,GALAXY
46640,GALAXY
46641,GALAXY
46642,GALAXY
46643,GALAXY
46644,GALAXY
46645,GALAXY
46646,GALAXY
46647,GALAXY
46648,GALAXY
46649,GALAXY
46650,GALAXY
46651,GALAXY
46652,GALAXY
46653,STAR
46654,STAR
46655,STAR
46656,QSO
46657,STAR
46658,QSO
46659,STAR
46660,QSO
46661,GALAXY
46662,QSO
46663,STAR
46664,GALAXY
46665,GALAXY
46666,GALAXY
46667,GALAXY
46668,QSO
46669,QSO
46670,STAR
46671,GALAXY
46672,QSO
46673,GALAXY
46674,STAR
46675,GALAXY
46676,STAR
46677,STAR
46678,GALAXY
46679,STAR
46680,GALAXY
46681,STAR
46682,GALAXY
46683,GALAXY
46684,STAR
46685,GALAXY
46686,GALAXY
46687,STAR
46688,GALAXY
46689,GALAXY
46690,GALAXY
46691,STAR
46692,STAR
46693,GALAXY
46694,GALAXY
46695,GALAXY
46696,GALAXY
46697,GALAXY
46698,STAR
46699,STAR
46700,STAR
46701,GALAXY
46702,GALAXY
46703,STAR
46704,STAR
46705,GALAXY
46706,GALAXY
46707,GALAXY
46708,GALAXY
46709,STAR
46710,STAR
46711,GALAXY
46712,GALAXY
46713,GALAXY
46714,STAR
46715,STAR
46716,GALAXY
46717,GALAXY
46718,GALAXY
46719,GALAXY
46720,STAR
46721,GALAXY
46722,GALAXY
46723,GALAXY
46724,QSO
46725,GALAXY
46726,QSO
46727,STAR
46728,QSO
46729,STAR
46730,STAR
46731,QSO
46732,GALAXY
46733,QSO
46734,STAR
46735,GALAXY
46736,STAR
46737,STAR
46738,STAR
46739,QSO
46740,GALAXY
46741,GALAXY
46742,GALAXY
46743,GALAXY
46744,GALAXY
46745,STAR
46746,STAR
46747,STAR
46748,STAR
46749,STAR
46750,GALAXY
46751,GALAXY
46752,QSO
46753,STAR
46754,STAR
46755,GALAXY
46756,GALAXY
46757,QSO
46758,STAR
46759,GALAXY
46760,GALAXY
46761,GALAXY
46762,STAR
46763,QSO
46764,STAR
46765,GALAXY
46766,STAR
46767,GALAXY
46768,GALAXY
46769,STAR
46770,STAR
46771,STAR
46772,STAR
46773,STAR
46774,STAR
46775,QSO
46776,QSO
46777,GALAXY
46778,GALAXY
46779,GALAXY
46780,GALAXY
46781,GALAXY
46782,GALAXY
46783,GALAXY
46784,QSO
46785,GALAXY
46786,QSO
46787,GALAXY
46788,GALAXY
46789,QSO
46790,GALAXY
46791,GALAXY
46792,STAR
46793,STAR
46794,GALAXY
46795,GALAXY
46796,GALAXY
46797,STAR
46798,GALAXY
46799,GALAXY
46800,STAR
46801,STAR
46802,GALAXY
46803,GALAXY
46804,GALAXY
46805,GALAXY
46806,STAR
46807,GALAXY
46808,GALAXY
46809,STAR
46810,STAR
46811,GALAXY
46812,GALAXY
46813,GALAXY
46814,GALAXY
46815,GALAXY
46816,GALAXY
46817,GALAXY
46818,STAR
46819,GALAXY
46820,STAR
46821,GALAXY
46822,GALAXY
46823,GALAXY
46824,STAR
46825,STAR
46826,QSO
46827,STAR
46828,GALAXY
46829,STAR
46830,GALAXY
46831,STAR
46832,GALAXY
46833,GALAXY
46834,GALAXY
46835,GALAXY
46836,STAR
46837,STAR
46838,QSO
46839,GALAXY
46840,STAR
46841,GALAXY
46842,GALAXY
46843,GALAXY
46844,GALAXY
46845,STAR
46846,STAR
46847,STAR
46848,GALAXY
46849,GALAXY
46850,STAR
46851,GALAXY
46852,GALAXY
46853,QSO
46854,STAR
46855,STAR
46856,GALAXY
46857,GALAXY
46858,STAR
46859,STAR
46860,STAR
46861,GALAXY
46862,GALAXY
46863,STAR
46864,QSO
46865,GALAXY
46866,STAR
46867,STAR
46868,QSO
46869,GALAXY
46870,GALAXY
46871,GALAXY
46872,GALAXY
46873,GALAXY
46874,GALAXY
46875,STAR
46876,GALAXY
46877,GALAXY
46878,STAR
46879,STAR
46880,GALAXY
46881,STAR
46882,GALAXY
46883,STAR
46884,STAR
46885,QSO
46886,STAR
46887,GALAXY
46888,STAR
46889,GALAXY
46890,GALAXY
46891,STAR
46892,GALAXY
46893,GALAXY
46894,GALAXY
46895,GALAXY
46896,STAR
46897,STAR
46898,GALAXY
46899,STAR
46900,GALAXY
46901,GALAXY
46902,STAR
46903,GALAXY
46904,STAR
46905,STAR
46906,QSO
46907,GALAXY
46908,GALAXY
46909,QSO
46910,STAR
46911,STAR
46912,STAR
46913,STAR
46914,STAR
46915,STAR
46916,STAR
46917,STAR
46918,STAR
46919,GALAXY
46920,STAR
46921,STAR
46922,QSO
46923,GALAXY
46924,GALAXY
46925,QSO
46926,GALAXY
46927,STAR
46928,STAR
46929,QSO
46930,STAR
46931,QSO
46932,GALAXY
46933,GALAXY
46934,GALAXY
46935,STAR
46936,GALAXY
46937,STAR
46938,GALAXY
46939,GALAXY
46940,STAR
46941,GALAXY
46942,STAR
46943,GALAXY
46944,GALAXY
46945,GALAXY
46946,STAR
46947,GALAXY
46948,STAR
46949,GALAXY
46950,STAR
46951,STAR
46952,STAR
46953,QSO
46954,STAR
46955,GALAXY
46956,GALAXY
46957,GALAXY
46958,GALAXY
46959,GALAXY
46960,GALAXY
46961,GALAXY
46962,STAR
46963,GALAXY
46964,GALAXY
46965,GALAXY
46966,STAR
46967,GALAXY
46968,STAR
46969,STAR
46970,GALAXY
46971,STAR
46972,QSO
46973,STAR
46974,GALAXY
46975,GALAXY
46976,GALAXY
46977,STAR
46978,GALAXY
46979,QSO
46980,GALAXY
46981,STAR
46982,STAR
46983,STAR
46984,GALAXY
46985,GALAXY
46986,GALAXY
46987,STAR
46988,GALAXY
46989,GALAXY
46990,GALAXY
46991,GALAXY
46992,GALAXY
46993,STAR
46994,GALAXY
46995,GALAXY
46996,GALAXY
46997,GALAXY
46998,STAR
46999,STAR
47000,STAR
47001,GALAXY
47002,STAR
47003,STAR
47004,STAR
47005,GALAXY
47006,QSO
47007,QSO
47008,GALAXY
47009,STAR
47010,GALAXY
47011,GALAXY
47012,GALAXY
47013,GALAXY
47014,GALAXY
47015,GALAXY
47016,GALAXY
47017,GALAXY
